conversation_id,root_tweet_id,customer_id,preliminary_intent,customer_initial_query,clean_customer_query,agent_first_reply,clean_agent_reply,num_turns,has_link_or_dm
conv_98820,98820,137627,apple_id_icloud,"@AppleSupport My iPhone X does not have all of my most recent photos stored on iCloud. It does have both ""iCloud Photo Library"" and ""Upload to my Photo Stream"" enabled. Help! I want to see my latest photos...","My iPhone X does not have all of my most recent photos stored on iCloud. It does have both ""iCloud Photo Library"" and ""Upload to my Photo Stream"" enabled. Help! I want to see my latest photos...","@137627 Hello there. Let's find your photos so you can enjoy them at a glance. In Settings > Photos is Optimize iPhone Storage checked? And is Photos on in iCloud Settings? If yes, our Photo Specialists can help you here: https://t.co/IBIY3vMgPj","Hello there. Let's find your photos so you can enjoy them at a glance. In Settings > Photos is Optimize iPhone Storage checked? And is Photos on in iCloud Settings? If yes, our Photo Specialists can help you here:",2,True
conv_101256,101256,138161,apple_id_icloud,@AppleSupport please helpmeni can't sign in icloud account,please helpmeni can't sign in icloud account,@138161 Having access to your account is important and we're happy to help determine the best options to gain access to your account. Are you receiving an error message when you attempt to log in? DM us and we'll work with you there. https://t.co/GDrqU22YpT,Having access to your account is important and we're happy to help determine the best options to gain access to your account. Are you receiving an error message when you attempt to log in? DM us and we'll work with you there.,4,True
conv_101298,101298,138174,apple_id_icloud,@AppleSupport is it possible to make an appointment for someone else? My sister is locked out of her account and her iPhone is dead so she can’t receive the code.,is it possible to make an appointment for someone else? My sister is locked out of her account and her iPhone is dead so she can’t receive the code.,"@138174 We’d be happy to assist.  Just so we are on the same page, she is trying to receive her two-factor authentication to unlock her Apple ID, and you wanted to make an Apple Retail Store appointment?  Please respond in DM. https://t.co/GDrqU22YpT","We’d be happy to assist. Just so we are on the same page, she is trying to receive her two-factor authentication to unlock her Apple ID, and you wanted to make an Apple Retail Store appointment? Please respond in DM.",2,True
conv_103179,103179,138699,apple_id_icloud,@AppleSupport FYI.  Def have to you use passcode to unlock iPhone X more than past iPhones with touchid. #iphonex #FaceID,FYI. Def have to you use passcode to unlock iPhone X more than past iPhones with touchid. #iphonex #FaceID,@138699 Congratulations on your new iPhone X. We'd like to help you. Have you tried setting up Face ID again? https://t.co/lDcNYSCMiX,Congratulations on your new iPhone X. We'd like to help you. Have you tried setting up Face ID again?,6,True
conv_103230,103230,138714,apple_id_icloud,@AppleSupport hi. i received an email about icloud payment from this email account and i'm wondering if it's fake since I domt have any apple decives at the moment so I didn't purchase anything. https://t.co/QHAcj2BpOA,hi. i received an email about icloud payment from this email account and i'm wondering if it's fake since I domt have any apple decives at the moment so I didn't purchase anything.,@138714 Thanks for taking the time to reach out. We know it's important to be able to identify legitimate emails and we're here to get you pointed in the right direction. You'll want to review this article for help: https://t.co/LNMCdqt6fD,Thanks for taking the time to reach out. We know it's important to be able to identify legitimate emails and we're here to get you pointed in the right direction. You'll want to review this article for help:,2,True
conv_103941,103941,138902,apple_id_icloud,@AppleSupport Is there a way to save the photos you have on a external hard drive to iCloud?,Is there a way to save the photos you have on a external hard drive to iCloud?,"@138902 Thanks for contacting us with this great question about importing photos to iCloud! There are a couple of different ways, so we want to know a bit more, so we'd love to help! DM us which kind of computer you're using and we'll get started. https://t.co/GDrqU22YpT","Thanks for contacting us with this great question about importing photos to iCloud! There are a couple of different ways, so we want to know a bit more, so we'd love to help! DM us which kind of computer you're using and we'll get started.",3,True
conv_105419,105419,139286,apple_id_icloud,@AppleSupport Hi there! How to restore my restriction password on my iPhone? It will be a great help!,Hi there! How to restore my restriction password on my iPhone? It will be a great help!,@139286 We'd be happy to help you with your restrictions password. You can read how to set that up or change it here: https://t.co/eiyAtwvrU1,We'd be happy to help you with your restrictions password. You can read how to set that up or change it here:,2,True
conv_107361,107361,139844,apple_id_icloud,@AppleSupport hi apple! How am I supposed to enter my password when my number keyboard refuses to work? 😩 happening to me for a while now! https://t.co/Euo58igWh3,hi apple! How am I supposed to enter my password when my number keyboard refuses to work? 😩 happening to me for a while now!,@139844 We'd love to help out. Do you know which Mac OS you're on?,We'd love to help out. Do you know which Mac OS you're on?,4,False
conv_109020,109020,140194,apple_id_icloud,@AppleSupport is iCloud down? I can't sign in https://t.co/fA69xgE4ow,is iCloud down? I can't sign in,"@140194 Thanks for reaching out. We don't show an iCloud outage at the moment. We can definitely look into this further.
Do you still experience the same behavior after you restart your iPhone? 
Do you have the same results when you're connected to a cellular network? https://t.co/GDrqU22YpT",Thanks for reaching out. We don't show an iCloud outage at the moment. We can definitely look into this further. Do you still experience the same behavior after you restart your iPhone? Do you have the same results when you're connected to a cellular network?,2,True
conv_109036,109036,140200,apple_id_icloud,"@AppleSupport did iOS11 and/or High Sierra break iCloud Contact Sync, my contacts are not syncing between my devices #icloudcontactsync","did iOS11 and/or High Sierra break iCloud Contact Sync, my contacts are not syncing between my devices #icloudcontactsync","@140200 Thanks for reaching out, we're happy to help! Which version of iOS are you using and when did you notice issues with iCloud contacts syncing? https://t.co/GDrqU22YpT","Thanks for reaching out, we're happy to help! Which version of iOS are you using and when did you notice issues with iCloud contacts syncing?",2,True
conv_109068,109068,140209,apple_id_icloud,"@AppleSupport  I have a problem with my iPhone. I typed the code too many times and now my device is disabled. If I set it to recovery mode and want to restore it, the iPhone won't be reset. I also can not use iTunes because I can not access the homescreen, what can i do?","I have a problem with my iPhone. I typed the code too many times and now my device is disabled. If I set it to recovery mode and want to restore it, the iPhone won't be reset. I also can not use iTunes because I can not access the homescreen, what can i do?",@140209 Hi there! We've received your DMs and you can expect a response from us there shortly with a resolution.,Hi there! We've received your DMs and you can expect a response from us there shortly with a resolution.,2,True
conv_110950,110950,140681,apple_id_icloud,"@AppleSupport I don't get this screen on my itunes for windows. Hence I cannot sync my ripped music to icloud, iphone and other i-devices. Home sharing isn't good enough! Help https://t.co/G3ctMEuLsA","I don't get this screen on my itunes for windows. Hence I cannot sync my ripped music to icloud, iphone and other i-devices. Home sharing isn't good enough! Help","@140681 We'd like to assist with this. Which version of iTunes are you using? https://t.co/g2HM9lnith

What Windows version are you running as well?",We'd like to assist with this. Which version of iTunes are you using? What Windows version are you running as well?,8,True
conv_110961,110961,140683,apple_id_icloud,"@AppleSupport do you have a problem in your servers ?
I updated my Iphone 7, asked me to login to itunes, but it won't do it, a message: ""There was a problem connecting to the server...etc"" and another message: ""KVC synchronizeWithCompletionHandler Failed""
how to fix it please ?","do you have a problem in your servers ? I updated my Iphone 7, asked me to login to itunes, but it won't do it, a message: ""There was a problem connecting to the server...etc"" and another message: ""KVC synchronizeWithCompletionHandler Failed"" how to fix it please ?","@140683 We'd like to help any way we can. From our System Status link, it appears to be working fine: https://t.co/7NVrDovSd8

Which exact iOS version number is installed on your iPhone 7?

Any steps tried so far?","We'd like to help any way we can. From our System Status link, it appears to be working fine: Which exact iOS version number is installed on your iPhone 7? Any steps tried so far?",5,True
conv_112824,112824,141077,apple_id_icloud,@AppleSupport My phone got stolen but i can't change my apple id password because of the 2 step verification that requires my phone! Do you have a uk based email that i can contact about this?,My phone got stolen but i can't change my apple id password because of the 2 step verification that requires my phone! Do you have a uk based email that i can contact about this?,"@141077 We'd like to help any way we can over Twitter. The first steps to take would be here: https://t.co/fUoKdx4Yut

As you're unable to change your Apple ID password, we recommend reaching out to our Apple ID group using this link: https://t.co/UJm15vmMM2","We'd like to help any way we can over Twitter. The first steps to take would be here: As you're unable to change your Apple ID password, we recommend reaching out to our Apple ID group using this link:",4,True
conv_112830,112830,141079,apple_id_icloud,"@AppleSupport my iCloud account was just locked down, & I had to unlock it with my 2 factor code and then change my password. Was it a hacking attempt...?","my iCloud account was just locked down, & I had to unlock it with my 2 factor code and then change my password. Was it a hacking attempt...?","@141079 Thanks for reaching out to us. We have an article that can help ensure your Apple ID is secure: https://t.co/SdkqXUvz1a

If you continue seeing any strange behavior, reach out to our Apple ID experts here: https://t.co/UJm15vmMM2","Thanks for reaching out to us. We have an article that can help ensure your Apple ID is secure: If you continue seeing any strange behavior, reach out to our Apple ID experts here:",2,True
conv_112858,112858,141088,apple_id_icloud,@AppleSupport I HAVE NO PATIENCE FOR THIS IPHONE AND RESETTING MY PASSWORD 100 TIMES TODAY.  And the camera freezes too 😡,I HAVE NO PATIENCE FOR THIS IPHONE AND RESETTING MY PASSWORD 100 TIMES TODAY. And the camera freezes too 😡,@141088 Hi. We want you to be able to use your iPhone without any issues. You're in the right place for help. DM us and tell us which version of iOS you're running. You can find the exact version under Settings > General > About. https://t.co/GDrqU22YpT,Hi. We want you to be able to use your iPhone without any issues. You're in the right place for help. DM us and tell us which version of iOS you're running. You can find the exact version under Settings > General > About.,2,True
conv_112899,112899,141098,apple_id_icloud,"Hello @AppleSupport @118721 

A friend of mine has trouble. He paid for a Swiss National Anthem file, sung by Red Army Choir: (Russian famous choir) and iTunes deleted the file from the library & iCloud. How it is possible?

cc @141099","Hello @AppleSupport @118721 A friend of mine has trouble. He paid for a Swiss National Anthem file, sung by Red Army Choir: (Russian famous choir) and iTunes deleted the file from the library & iCloud. How it is possible? cc @141099",@141098 Hey there! Thanks for reaching out to us about this. Shoot us a DM so we can get you pointed in the right direction. https://t.co/GDrqU22YpT,Hey there! Thanks for reaching out to us about this. Shoot us a DM so we can get you pointed in the right direction.,2,True
conv_118119,118119,142196,apple_id_icloud,@AppleSupport I'm desperate. my grandkid just turned on voiceover with the internet  off. I tried rebooting and now it wants my passcode but won't let me  enter it. How do I get access to my ipad again.,I'm desperate. my grandkid just turned on voiceover with the internet off. I tried rebooting and now it wants my passcode but won't let me enter it. How do I get access to my ipad again.,@142196 We've got your DM and will continue with you there! Be on the lookout for our reply. Thank you!,We've got your DM and will continue with you there! Be on the lookout for our reply. Thank you!,2,True
conv_120642,120642,142820,apple_id_icloud,"@AppleSupport UK user here. Having an absolute NIGHTMARE accessing my iTunes subscriptions. My Netflix account is connected to my Apple ID and I want to cancel/amend it, and it's showing up as totally blank on my iTunes page. PLEASE ADVISE ASAP. Getting very frustrated. https://t.co/6oDcXJrdpf","UK user here. Having an absolute NIGHTMARE accessing my iTunes subscriptions. My Netflix account is connected to my Apple ID and I want to cancel/amend it, and it's showing up as totally blank on my iTunes page. PLEASE ADVISE ASAP. Getting very frustrated.","@142820 We can help with this. If you've been unable to cancel your subscription, reach out to our iTunes Store support team using this link: https://t.co/SDIe7UiyJN","We can help with this. If you've been unable to cancel your subscription, reach out to our iTunes Store support team using this link:",2,True
conv_120652,120652,142824,apple_id_icloud,"@AppleSupport My iTunes won’t open. I keep getting this login box popping up, and every time I enter my details correctly, it just pops straight back up? Now my MacBook Pro won’t shut down and there is no option to force quit iTunes? https://t.co/REIlLtDt3B","My iTunes won’t open. I keep getting this login box popping up, and every time I enter my details correctly, it just pops straight back up? Now my MacBook Pro won’t shut down and there is no option to force quit iTunes?",@142824 We'd be happy to help out. DM us more details about your Mac and we'll take it from there. https://t.co/GDrqU22YpT,We'd be happy to help out. DM us more details about your Mac and we'll take it from there.,2,True
conv_121544,121544,143060,apple_id_icloud,"@AppleSupport I upgraded to iPhone8 from 6s, and am wondering if I could find out how many old (6s) backups I still have on iCloud. Are backups identified by device?","I upgraded to iPhone8 from 6s, and am wondering if I could find out how many old (6s) backups I still have on iCloud. Are backups identified by device?","@143060 We’d be happy to help with iCloud. You’ll be able to see a list of your backups by device if you tap Settings > [name] > iCloud > Manage Storage > Backup. Let us know if you have any additional questions, and we'll be happy to help further.","We’d be happy to help with iCloud. You’ll be able to see a list of your backups by device if you tap Settings > [name] > iCloud > Manage Storage > Backup. Let us know if you have any additional questions, and we'll be happy to help further.",4,False
conv_122311,122311,143272,apple_id_icloud,"@AppleSupport Just noticed, my iTunes backup size grew from 10GB to 50GB while iCloud backup is still 6GB with my new phone. Does iTunes save photos from the phone in high resolution even with iCloud Photo Library enabled? Here it says it doesn’t. https://t.co/iZ6wglsK3O","Just noticed, my iTunes backup size grew from 10GB to 50GB while iCloud backup is still 6GB with my new phone. Does iTunes save photos from the phone in high resolution even with iCloud Photo Library enabled? Here it says it doesn’t.","@143272 No it doesn't, that article is correct.   Have you tried recreating the backup to see if the issue persists?","No it doesn't, that article is correct. Have you tried recreating the backup to see if the issue persists?",8,False
conv_122320,122320,143275,apple_id_icloud,@AppleSupport I got a message that said my account was locked. I just want to be sure it was sent from Apple.,I got a message that said my account was locked. I just want to be sure it was sent from Apple.,@143275 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Let's look into that. Send us a DM and we'll go from there.,2,True
conv_123064,123064,143484,apple_id_icloud,all my photos and videos from all my concerts got deleted off icloud drive but the pictures of me and someone i don’t associate myself w anymore are still on there 🤔 @AppleSupport fix this b,all my photos and videos from all my concerts got deleted off icloud drive but the pictures of me and someone i don’t associate myself w anymore are still on there 🤔 @AppleSupport fix this b,"@143484 We know how important it is to have your photos and videos and we're happy to do everything we can to help. To start, please DM us with the country where you're located and the device model you're using. https://t.co/GDrqU22YpT","We know how important it is to have your photos and videos and we're happy to do everything we can to help. To start, please DM us with the country where you're located and the device model you're using.",2,True
conv_125780,125780,144222,apple_id_icloud,"@AppleSupport i would like to change my apple store region but i cant do it 'cause my apple id balance is $0.01, could you please remove it?","i would like to change my apple store region but i cant do it 'cause my apple id balance is $0.01, could you please remove it?",@144222 We'd like to get you in the right direction to assist. For billing issues reach out to our iTunes Store Support team here:  https://t.co/SDIe7UiyJN,We'd like to get you in the right direction to assist. For billing issues reach out to our iTunes Store Support team here:,2,True
conv_125795,125795,144227,apple_id_icloud,@AppleSupport I have credit on my account but I can't buy nothing because of billing information,I have credit on my account but I can't buy nothing because of billing information,@144227 We're happy to help and to point you in the right direction. Our iTunes Team can help you here with any billing inquiry: https://t.co/SDIe7UiyJN,We're happy to help and to point you in the right direction. Our iTunes Team can help you here with any billing inquiry:,2,True
conv_127648,127648,144685,apple_id_icloud,Need to reset my apple password.  How do I do that quickly? @applesupport,Need to reset my apple password. How do I do that quickly? @applesupport,"@144685 Thanks so much for reaching out! For steps on how to reset your password, take a look at this article here: https://t.co/fJnZYmbI9N If you have any other questions reach out to us in DM using the link below. https://t.co/GDrqU22YpT","Thanks so much for reaching out! For steps on how to reset your password, take a look at this article here: If you have any other questions reach out to us in DM using the link below.",2,True
conv_143509,143509,148419,apple_id_icloud,@AppleSupport hello I’ve been trying to get verification code for signing in to my apple ID but I didn’t receive any code. Need help.,hello I’ve been trying to get verification code for signing in to my apple ID but I didn’t receive any code. Need help.,"@148419 Hi there! You caught us while we were out of the office. Were you able to get that verification code? If not, where are you attempting to receive it? On an iPhone?","Hi there! You caught us while we were out of the office. Were you able to get that verification code? If not, where are you attempting to receive it? On an iPhone?",4,False
conv_2616,2616,116334,battery_power,"@AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life","why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life","@116334 Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?","Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?",4,False
conv_2640,2640,116340,battery_power,"@AppleSupport hi, I have a problem with my macbook pro, it won't turn on, I think it might be the charger but not sure. Is there a...","hi, I have a problem with my macbook pro, it won't turn on, I think it might be the charger but not sure. Is there a...",@116340 We can help. Let’s start with the following steps to see if we can save you a trip in for service: https://t.co/RqWW0duJ0U,We can help. Let’s start with the following steps to see if we can save you a trip in for service:,5,True
conv_3767,3767,116622,battery_power,@AppleSupport I’m no expert in battery life  but 40% doesn’t go to 7% in 5minutes,I’m no expert in battery life but 40% doesn’t go to 7% in 5minutes,"@116622 We understand your concerns, and want to help. Which device is this happening on?","We understand your concerns, and want to help. Which device is this happening on?",2,False
conv_4871,4871,116853,battery_power,Really considering getting a new kind of phone since my iPhone dies with 90% while using my camera 😤 @115858 @AppleSupport @318,Really considering getting a new kind of phone since my iPhone dies with 90% while using my camera 😤 @115858 @AppleSupport @318,@116853 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded?,We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded?,4,False
conv_4901,4901,116860,battery_power,Please fix the battery issues in Ios 11! @AppleSupport @115858,Please fix the battery issues in Ios 11! @AppleSupport @115858,@116860 We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?,We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?,4,False
conv_4912,4912,116863,battery_power,Series1 #Applewatch would consistently get 18 hrs + per charge prior to last update. Now 12-13 hrs max.Died @ gym 2nite. Wtf @AppleSupport ?,Series1 #Applewatch would consistently get 18 hrs + per charge prior to last update. Now 12-13 hrs max.Died @ gym 2nite. Wtf @AppleSupport ?,"@116863 We want your Apple Watch to keep up with you at the gym. To begin, which watchOS is installed?","We want your Apple Watch to keep up with you at the gym. To begin, which watchOS is installed?",3,False
conv_4917,4917,116865,battery_power,.@AppleSupport why my iPhone keep dying at 30% quit playing games I'm not getting no new damn phone or iPhone x,.@AppleSupport why my iPhone keep dying at 30% quit playing games I'm not getting no new damn phone or iPhone x,@116865 We'd like to help. What iOS version are you on?,We'd like to help. What iOS version are you on?,2,False
conv_6934,6934,117189,battery_power,@115858 after the new apple updates: the battery life is really go fast and the WiFi is always on! @AppleSupport #newappleupdates,after the new apple updates: the battery life is really go fast and the WiFi is always on! @AppleSupport #newappleupdates,@117189 We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using. https://t.co/GDrqU22YpT,We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using.,2,True
conv_8579,8579,117510,battery_power,"@AppleSupport I bought 2 iPhones X on Friday, but I don’t see any charge on my credit card. Do I should worry or it’s normal?","I bought 2 iPhones X on Friday, but I don’t see any charge on my credit card. Do I should worry or it’s normal?","@117510 Thanks for reaching out to us. Please send us a DM with your country, and we'll look into this. https://t.co/GDrqU22YpT","Thanks for reaching out to us. Please send us a DM with your country, and we'll look into this.",2,True
conv_11096,11096,118093,battery_power,"My battery was at 64% and I restarted my phone and now it’s at 52%. WHAT THE FUCK FIX YOUR SHIT IOS 11!!!

cc: @115858 @AppleSupport",My battery was at 64% and I restarted my phone and now it’s at 52%. WHAT THE FUCK FIX YOUR SHIT IOS 11!!! cc: @115858 @AppleSupport,@118093 We'd like to offer our help. Please shoot us a DM and we'll explore the battery challenge. https://t.co/GDrqU22YpT,We'd like to offer our help. Please shoot us a DM and we'll explore the battery challenge.,4,True
conv_12602,12602,118518,battery_power,@AppleSupport Why do you keep charging my card for FREE apps? Im not happy at all.,Why do you keep charging my card for FREE apps? Im not happy at all.,"@118518 We're here for you. For unrecognized charges, use: https://t.co/taIxXM0mAZ For more help, contact us: https://t.co/SDIe7UiyJN","We're here for you. For unrecognized charges, use: For more help, contact us:",2,True
conv_14212,14212,119014,battery_power,@AppleSupport IOS 11 has been a nightmare since I downloaded it. Battery SOC is all over the board and slower than ever before,IOS 11 has been a nightmare since I downloaded it. Battery SOC is all over the board and slower than ever before,@119014 That should not be happening. We'd be happy to help. Which iOS version are you currently using? You can check in Settings > General > About.,That should not be happening. We'd be happy to help. Which iOS version are you currently using? You can check in Settings > General > About.,2,False
conv_14838,14838,119210,battery_power,@AppleSupport iOS 11 is draining the battery on my iPhone 7 twice as fast as iOS 10. Help!,iOS 11 is draining the battery on my iPhone 7 twice as fast as iOS 10. Help!,@119210 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?,8,True
conv_14867,14867,119217,battery_power,Hey @AppleSupport the new iOS is killing me! Email freezing and horrific battery life. What gives- I can’t even go back to old iOS. Grrrrrr,Hey @AppleSupport the new iOS is killing me! Email freezing and horrific battery life. What gives- I can’t even go back to old iOS. Grrrrrr,@119217 We're here to help. DM us which iOS device you are using to get started. https://t.co/GDrqU22YpT,We're here to help. DM us which iOS device you are using to get started.,2,True
conv_15315,15315,119362,battery_power,"4 hrs w/iOS 11.1, no change in battery consumption @AppleSupport. Thanks anyway. Can we have iOS 10 back @115858?","4 hrs w/iOS 11.1, no change in battery consumption @AppleSupport. Thanks anyway. Can we have iOS 10 back @115858?",@119362 We're sorry to hear you're still having problems. Please DM us and we'll go from there. https://t.co/GDrqU22YpT,We're sorry to hear you're still having problems. Please DM us and we'll go from there.,2,True
conv_15433,15433,119400,battery_power,Anyone else having battery issues in IPhone? Degrading way to fast. @AppleSupport,Anyone else having battery issues in IPhone? Degrading way to fast. @AppleSupport,"@119400 Having a reliable iPhone is important, and we want you to enjoy using it without worrying about battery life. Which iPhone do you have, and what's the iOS version it's currently running? DM us with details here: https://t.co/GDrqU22YpT","Having a reliable iPhone is important, and we want you to enjoy using it without worrying about battery life. Which iPhone do you have, and what's the iOS version it's currently running? DM us with details here:",2,True
conv_25245,25245,121458,battery_power,"@applesupport 11.1 battery.  Hi, I've noticed a significant decrease in battery life since upgrading my SE to IOS 11.  50% less!","11.1 battery. Hi, I've noticed a significant decrease in battery life since upgrading my SE to IOS 11. 50% less!","@121458 Great battery life is part of what gets you and your iPhone through your day, and we want to make sure we get this resolved for you. So we can get started, how long has it been since you've updated? Did this start as soon as you updated? https://t.co/GDrqU22YpT","Great battery life is part of what gets you and your iPhone through your day, and we want to make sure we get this resolved for you. So we can get started, how long has it been since you've updated? Did this start as soon as you updated?",2,True
conv_31485,31485,122946,battery_power,Hey @115858 and @AppleSupport does this improve iOS11's excessive battery consumption? #iOS11 #ios #apple #battery https://t.co/EkBBoM6K2u,Hey @115858 and @AppleSupport does this improve iOS11's excessive battery consumption? #iOS11 #ios #apple #battery,@122946 Update improvements can resolve lots of issues. Learn more about iOS 11.1 here for specifics: https://t.co/iwrxY4BcIv,Update improvements can resolve lots of issues. Learn more about iOS 11.1 here for specifics:,5,True
conv_31860,31860,123035,battery_power,@AppleSupport hey this is the 2nd time I've seen a random $15 charge to my account from itunes on my card and I haven't gotten anything,hey this is the 2nd time I've seen a random $15 charge to my account from itunes on my card and I haven't gotten anything,@123035 We'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN,We'd want to get you in touch with our iTunes Store support here:,2,True
conv_31869,31869,123039,battery_power,@AppleSupport Battery draining in recent updates of iOS 11.1 on my iPhone 6s. Why please fix it as soon as possible,Battery draining in recent updates of iOS 11.1 on my iPhone 6s. Why please fix it as soon as possible,"@123039 We've received your DM, and we'll continue working with you there. https://t.co/GDrqU22YpT","We've received your DM, and we'll continue working with you there.",3,True
conv_31871,31871,123040,battery_power,@AppleSupport please do something about iOS 11's battery drain issue. I literally have my iPhone 6 plugged in and it's still losing power.,please do something about iOS 11's battery drain issue. I literally have my iPhone 6 plugged in and it's still losing power.,@123040 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,We're here to help. Let's take this to DM so we can better assist you.,2,True
conv_33372,33372,123380,battery_power,@AppleSupport Please fix your Siri on iOS 11 cuts out mid sentence it’s very annoying and it eats the battery like there’s no tomorrow!!!!,Please fix your Siri on iOS 11 cuts out mid sentence it’s very annoying and it eats the battery like there’s no tomorrow!!!!,@123380 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings > General > About for the version.,We're happy to assist. Which iOS 11 version are you currently running? Go to Settings > General > About for the version.,5,False
conv_34589,34589,123493,battery_power,"After iPhone update, my battery dies quicker than it charges when using my sleep/alarm app. On 1% when my alarm woke me 😮😡 @AppleSupport","After iPhone update, my battery dies quicker than it charges when using my sleep/alarm app. On 1% when my alarm woke me 😮😡 @AppleSupport",@123493 Send us a DM and let us know what version of iOS 11 you're running. We'll go from there. https://t.co/GDrqU22YpT,Send us a DM and let us know what version of iOS 11 you're running. We'll go from there.,2,True
conv_34622,34622,123504,battery_power,@AppleSupport @115858 After iOS11 the battery is draining very fast. Request you to look into it.,After iOS11 the battery is draining very fast. Request you to look into it.,@123504 We'd like to help. Could you Direct Message us and tell us what iOS version you're on currently? https://t.co/GDrqU22YpT,We'd like to help. Could you Direct Message us and tell us what iOS version you're on currently?,2,True
conv_34627,34627,123506,battery_power,@AppleSupport charging my phone but it’s reducing the battery charge?? Help?!! https://t.co/Ssnoh9ayXN,charging my phone but it’s reducing the battery charge?? Help?!!,@123506 We'd like to help you with this. Are you using the charging cable that came with your iPhone? Have you tried another cable?,We'd like to help you with this. Are you using the charging cable that came with your iPhone? Have you tried another cable?,7,False
conv_34667,34667,123517,battery_power,@AppleSupport - iPhone 6S Plus suddenly losing battery life since yesterday - % goes down by the second. Any ideas on what it might be?,- iPhone 6S Plus suddenly losing battery life since yesterday - % goes down by the second. Any ideas on what it might be?,"@123517 You're very welcome. The first step to resolving this issue, would be to update the iOS 11.1. https://t.co/80YRnjDFDk","You're very welcome. The first step to resolving this issue, would be to update the iOS 11.1.",5,True
conv_34670,34670,123518,battery_power,@AppleSupport my iphones battery drains quickly. any tips. it might just be old though,my iphones battery drains quickly. any tips. it might just be old though,@123518 We'd be happy to help with some battery tips. Let's start with the maximizing tips found here: https://t.co/TpjqFp3jxD,We'd be happy to help with some battery tips. Let's start with the maximizing tips found here:,2,True
conv_35211,35211,123668,battery_power,"@AppleSupport why is the new update savaging my battery please, 100% to 1% in the space of an hour, get ya shit together","why is the new update savaging my battery please, 100% to 1% in the space of an hour, get ya shit together",@123668 That should not be happening. Let us help. DM us more details about this. https://t.co/GDrqU22YpT,That should not be happening. Let us help. DM us more details about this.,2,True
conv_35253,35253,123682,battery_power,@AppleSupport My battery life is a drama for me I work and it turns to 100% yo 80% in five minutes (ios11.0.3) 😫😫😫 Help plz 😰,My battery life is a drama for me I work and it turns to 100% yo 80% in five minutes (ios11.0.3) 😫😫😫 Help plz 😰,"@123682 There's an update to 11.1 now, let's go ahead and do that now: https://t.co/80YRnjDFDk","There's an update to 11.1 now, let's go ahead and do that now:",2,True
conv_35265,35265,123685,battery_power,@AppleSupport why is my iphone not charging? i don’t got time for this shit dawg,why is my iphone not charging? i don’t got time for this shit dawg,"@123685 It's important for your iPhone to charge reliably. To start, check out these steps: https://t.co/uqxquyfdn0","It's important for your iPhone to charge reliably. To start, check out these steps:",2,True
conv_35279,35279,123688,battery_power,"Got burned and scarred with my magsafe charger and Apple didn't give a shit, so I'm switching to Microsoft. @AppleSupport @115858 https://t.co/GivRMgiSWk","Got burned and scarred with my magsafe charger and Apple didn't give a shit, so I'm switching to Microsoft. @AppleSupport @115858",@123688 We want to look into this with you. Send us a DM letting us know more about what happened. https://t.co/GDrqU22YpT,We want to look into this with you. Send us a DM letting us know more about what happened.,2,True
conv_35347,35347,123705,battery_power,"@AppleSupport my iphone 6s is rendered two 2 hours. Drained battery, killed all non used apps and still two hours. #newiosblows","my iphone 6s is rendered two 2 hours. Drained battery, killed all non used apps and still two hours. #newiosblows",@123705 Let's look into what's happening together. Send us a DM telling us the country you're located in to begin. https://t.co/GDrqU22YpT,Let's look into what's happening together. Send us a DM telling us the country you're located in to begin.,2,True
conv_36039,36039,123832,battery_power,I go to send one text and my phone battery went from 56% to 38% ??? @AppleSupport . It has also dropped to 32% while typing this tweet.,I go to send one text and my phone battery went from 56% to 38% ??? @AppleSupport . It has also dropped to 32% while typing this tweet.,@123832 Glad to help. Let us know what iOS is running there let's have a closer look at things.,Glad to help. Let us know what iOS is running there let's have a closer look at things.,4,False
conv_38244,38244,124309,battery_power,@AppleSupport after updating my Apple Watch series 2 to WatchOS 4.1 battery is draining a lot faster.,after updating my Apple Watch series 2 to WatchOS 4.1 battery is draining a lot faster.,"@124309 We're here for you. Send us a DM, and we'll take a closer look at your battery life together. https://t.co/GDrqU22YpT","We're here for you. Send us a DM, and we'll take a closer look at your battery life together.",2,True
